# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "1" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "PD_122_R6_S05#2_cds.txt" "PD_122_R6_S05#2.bam" 
Geneid	Chr	Start	End	Strand	Length	PD_122_R6_S05#2.bam
b0550	NC_000913.3	573371	573733	+	363	2
b4509	NC_000913.3	573730	573870	+	141	1
b0551	NC_000913.3	573956	574339	+	384	17
b0553	NC_000913.3;NC_000913.3	574529;575786	574586;576825	-;-	1098	1749
b0552	NC_000913.3	574737	575753	-	1017	1433
b0554	NC_000913.3	577398	577613	+	216	4
b0555	NC_000913.3	577613	578110	+	498	27
b0556	NC_000913.3	578107	578568	+	462	13
b4510	NC_000913.3	578327	578509	+	183	0
b0557	NC_000913.3	578600	578893	-	294	11
b0558	NC_000913.3	579184	579594	-	411	0
b0559	NC_000913.3	579880	580086	+	207	14
b4589	NC_000913.3	580251	580445	-	195	6
b0560	NC_000913.3	580834	581379	+	546	6
b4634	NC_000913.3	581354	581662	+	309	6
b0561	NC_000913.3	581534	582097	+	564	2
b0562	NC_000913.3	582152	582806	-	655	70
b0563	NC_000913.3	582875	583060	+	186	1
b0564	NC_000913.3	583681	584430	+	750	25
b0565	NC_000913.3	584680	585633	-	954	4696
b0566	NC_000913.3	586147	586908	-	762	52
b0567	NC_000913.3	587091	587981	-	891	91
b0568	NC_000913.3	587982	590954	-	2973	357
b0569	NC_000913.3	590941	593178	-	2238	174
b0570	NC_000913.3	593328	594770	-	1443	247
b0571	NC_000913.3	594760	595443	-	684	231
b0572	NC_000913.3	595600	596973	+	1374	16
b0573	NC_000913.3	597131	597463	+	333	12
b0574	NC_000913.3	597479	598702	+	1224	33
b0575	NC_000913.3	598714	601857	+	3144	189
b0576	NC_000913.3	601959	603335	+	1377	426
b0577	NC_000913.3	603416	604663	-	1248	511
b0578	NC_000913.3	604771	605424	-	654	2074
b0579	NC_000913.3	605518	605886	-	369	199
b0580	NC_000913.3	605951	606199	-	249	159
b0581	NC_000913.3	606265	607383	-	1119	1246
b4415	NC_000913.3	607836	607988	+	153	6
b0582	NC_000913.3	608065	609177	+	1113	416
b0583	NC_000913.3	609459	610079	-	621	84
b0584	NC_000913.3	610254	612494	-	2241	1759
b0585	NC_000913.3	612737	613939	+	1203	336
b4511	NC_000913.3	613942	614160	+	219	109
b0586	NC_000913.3	614157	618038	+	3882	1338
b0587	NC_000913.3	618254	619387	+	1134	4
b0588	NC_000913.3	619384	620199	-	816	221
b0589	NC_000913.3	620196	621188	-	993	245
b0590	NC_000913.3	621185	622189	-	1005	423
b0591	NC_000913.3	622300	623550	+	1251	496
b0592	NC_000913.3	623554	624510	-	957	376
b0593	NC_000913.3	624885	626060	+	1176	1297
b0594	NC_000913.3	626070	627680	+	1611	963
b0595	NC_000913.3	627694	628551	+	858	685
b0596	NC_000913.3	628551	629297	+	747	464
b0597	NC_000913.3	629300	629713	+	414	280
b0598	NC_000913.3	629894	631999	+	2106	15307
b4512	NC_000913.3	632182	632379	+	198	814
b0599	NC_000913.3	632389	633477	-	1089	697
b0600	NC_000913.3	633586	634746	+	1161	811
b0601	NC_000913.3	634747	635376	-	630	68
b0602	NC_000913.3	635349	636569	-	1221	33
b0603	NC_000913.3	636716	637618	-	903	12
b0604	NC_000913.3	637827	638573	-	747	278
b0605	NC_000913.3	638945	639508	+	564	19255
b0606	NC_000913.3	639753	641318	+	1566	2156
b0607	NC_000913.3	641439	641867	-	429	3122
b0608	NC_000913.3	642088	643326	+	1239	396
b4734	NC_000913.3	643330	643419	-	90	8
b0610	NC_000913.3	643557	643967	-	411	955
b0611	NC_000913.3	644197	645003	-	807	630
b0612	NC_000913.3	645117	646580	-	1464	59
b0613	NC_000913.3	646631	647509	-	879	4
b0614	NC_000913.3	647484	648035	-	552	4
b0615	NC_000913.3	648039	649571	-	1533	8
b0616	NC_000913.3	649582	650490	-	909	4
b0617	NC_000913.3	650487	650783	-	297	1
b0618	NC_000913.3	650798	651856	-	1059	0
b0619	NC_000913.3	652235	653893	+	1659	407
b0620	NC_000913.3	653862	654542	+	681	133
b0621	NC_000913.3	654583	655968	-	1386	83
b0622	NC_000913.3	656557	657117	+	561	54
b0623	NC_000913.3	657292	657501	+	210	110964
b0624	NC_000913.3	657555	657938	-	384	319
b4581	NC_000913.3	658031	658818	+	788	418
b0627	NC_000913.3	658947	659150	+	204	3678
b0628	NC_000913.3	659251	660216	-	966	4766
b0629	NC_000913.3	660425	661378	-	954	18
b0630	NC_000913.3	661637	662278	-	642	321
b0631	NC_000913.3	662379	662642	-	264	1555
b0632	NC_000913.3	662752	663963	-	1212	1449
b0633	NC_000913.3	664102	665190	-	1089	1839
b0634	NC_000913.3	665201	666313	-	1113	578
b0635	NC_000913.3	666316	668217	-	1902	723
b0636	NC_000913.3	668248	668715	-	468	422
b0637	NC_000913.3	668719	669036	-	318	594
b0638	NC_000913.3	669296	669907	-	612	127
b0639	NC_000913.3	669931	670572	-	642	473
b0640	NC_000913.3	670574	671605	-	1032	953
b0641	NC_000913.3	671605	672186	-	582	2152
b0642	NC_000913.3	672201	674783	-	2583	9174
b0643	NC_000913.3	675018	675500	+	483	2075
b0644	NC_000913.3	675570	676547	-	978	42
b0645	NC_000913.3	676711	677418	+	708	5
b0646	NC_000913.3	677415	678842	+	1428	15
b0647	NC_000913.3	678852	679406	-	555	4
b0648	NC_000913.3	679508	680215	+	708	15
b0649	NC_000913.3	680212	681663	+	1452	212
b0650	NC_000913.3	681723	683393	-	1671	84
b0651	NC_000913.3	683477	684412	-	936	861
b0652	NC_000913.3	684530	685255	-	726	589
b0653	NC_000913.3	685255	685929	-	675	409
b0654	NC_000913.3	685929	686669	-	741	378
b0655	NC_000913.3	686839	687747	-	909	5534
b0656	NC_000913.3	687997	689013	-	1017	1302
b0657	NC_000913.3	689343	690881	-	1539	880
b0658	NC_000913.3	690906	691784	-	879	3480
b0659	NC_000913.3	691874	692341	-	468	832
b0660	NC_000913.3	692338	693378	-	1041	1838
b0661	NC_000913.3	693531	694955	-	1425	2198
b0662	NC_000913.3	695101	696276	+	1176	1282
b0674	NC_000913.3	697513	699177	-	1665	1329
b0675	NC_000913.3	699574	700326	-	753	970
b0676	NC_000913.3	700374	701594	-	1221	1179
b0677	NC_000913.3	701603	702751	-	1149	840
b0678	NC_000913.3	702811	703611	-	801	540
b0679	NC_000913.3	703944	705890	+	1947	1440
b0680	NC_000913.3	706093	707757	+	1665	4719
b0681	NC_000913.3	708334	709740	+	1407	44
b0682	NC_000913.3	709790	710116	+	327	41
b0683	NC_000913.3	710200	710646	-	447	6896
b4637	NC_000913.3	710639	710725	-	87	599
b0684	NC_000913.3	710935	711465	-	531	2712
b0685	NC_000913.3	711605	711898	-	294	89
b0686	NC_000913.3	712038	712802	-	765	461
b0687	NC_000913.3	712987	713532	+	546	2090
b0688	NC_000913.3	713558	715198	+	1641	5425
b0689	NC_000913.3	715412	715906	+	495	19
b0691	NC_000913.3	715947	716597	-	651	10
b0692	NC_000913.3	716946	718265	-	1320	168
b0693	NC_000913.3	718262	720460	-	2199	50
b4590	NC_000913.3	720583	720840	+	258	0
b0694	NC_000913.3	721056	721733	-	678	144
b0695	NC_000913.3	721730	724414	-	2685	869
b0696	NC_000913.3	724407	724979	-	573	148
b0697	NC_000913.3	724988	727036	-	2049	130
b0698	NC_000913.3	727059	728732	-	1674	19
b4513	NC_000913.3	728732	728821	-	90	3
b0699	NC_000913.3	729134	729340	+	207	31
b0700	NC_000913.3	729583	733776	+	4194	297
b0702	NC_000913.3	733776	734102	+	327	3
b0703	NC_000913.3	734220	735653	+	1434	30
b0704	NC_000913.3	735650	736219	+	570	21
b4514	NC_000913.3	736445	736699	+	255	3
b0705	NC_000913.3	736900	737961	+	1062	9
b0706	NC_000913.3	738092	738853	+	762	7
b0707	NC_000913.3	739001	739510	+	510	441
b0708	NC_000913.3	739507	740925	+	1419	647
b0709	NC_000913.3	741075	742556	-	1482	463
b0710	NC_000913.3	742827	743570	+	744	1850
b0711	NC_000913.3	743593	744249	+	657	1595
b0712	NC_000913.3	744243	745175	+	933	1459
b0713	NC_000913.3	745165	745899	+	735	622
b0714	NC_000913.3	745935	746726	+	792	111
b0715	NC_000913.3	746723	747769	-	1047	39
b0716	NC_000913.3	747921	748982	-	1062	33
b0717	NC_000913.3	748979	749707	-	729	15
b0718	NC_000913.3	749722	752169	-	2448	20
b0719	NC_000913.3	752229	752795	-	567	7
b0720	NC_000913.3	753185	754468	-	1284	23180
b4735	NC_000913.3	754674	754781	-	108	238
b0721	NC_000913.3	755177	755566	+	390	7184
b0722	NC_000913.3	755560	755907	+	348	4371
b0723	NC_000913.3	755907	757673	+	1767	18059
b0724	NC_000913.3	757689	758405	+	717	6250
b0726	NC_000913.3	758706	761507	+	2802	24792
b0727	NC_000913.3	761522	762739	+	1218	13496
b0728	NC_000913.3	763014	764180	+	1167	13444
b0729	NC_000913.3	764180	765049	+	870	13922
b0730	NC_000913.3	765153	765875	-	723	190
b0731	NC_000913.3	765984	767960	+	1977	12
b0732	NC_000913.3	767978	770611	+	2634	344
b0733	NC_000913.3	771458	773026	+	1569	9572
b0734	NC_000913.3	773042	774181	+	1140	7079
b4515	NC_000913.3	774196	774309	+	114	549
b0735	NC_000913.3	774309	774602	+	294	1206
b0736	NC_000913.3	774752	775156	+	405	760
b0737	NC_000913.3	775153	775845	+	693	916
b0738	NC_000913.3	775849	776277	+	429	470
b0739	NC_000913.3	776342	777607	+	1266	1069
b0740	NC_000913.3	777740	779032	+	1293	7175
b0741	NC_000913.3	779067	779588	+	522	6546
b0742	NC_000913.3	779598	780389	+	792	3388
b0750	NC_000913.3	782085	783128	+	1044	1671
b0751	NC_000913.3	783166	783885	+	720	1251
b0752	NC_000913.3	783882	784823	-	942	364
b0753	NC_000913.3	784937	785317	-	381	1157
b0754	NC_000913.3	785633	786685	+	1053	3963
b0755	NC_000913.3	786843	787595	-	753	9014
b0756	NC_000913.3	787797	788837	-	1041	2321
b0757	NC_000913.3	788831	789979	-	1149	901
b0758	NC_000913.3	789983	791029	-	1047	368
b0759	NC_000913.3	791039	792055	-	1017	497
b0760	NC_000913.3	792316	793788	-	1473	2404
b0761	NC_000913.3	793856	794644	-	789	440
b0762	NC_000913.3	794773	794922	+	150	820
b0763	NC_000913.3	795089	795862	+	774	504
b0764	NC_000913.3	795862	796551	+	690	352
b0765	NC_000913.3	796554	797612	+	1059	302
b0766	NC_000913.3	797613	798431	-	819	291
b0767	NC_000913.3	798586	799581	+	996	2004
b0768	NC_000913.3	799622	800575	-	954	31
b0769	NC_000913.3	800759	801811	+	1053	2
b0770	NC_000913.3	801887	803320	+	1434	17
b0771	NC_000913.3	803503	805764	+	2262	43
b0772	NC_000913.3	805998	807281	-	1284	1281
b0773	NC_000913.3	807433	807909	-	477	1090
b0774	NC_000913.3	807968	809257	-	1290	519
b0775	NC_000913.3	809344	810384	+	1041	734
b0776	NC_000913.3	810381	811535	+	1155	471
b0777	NC_000913.3	811522	812277	+	756	238
b0778	NC_000913.3	812270	812947	+	678	206
b0779	NC_000913.3	813526	815547	+	2022	1911
b0780	NC_000913.3	815739	816647	-	909	679
b0781	NC_000913.3	817044	818033	+	990	1476
b0782	NC_000913.3	818055	818567	+	513	1057
b0783	NC_000913.3	818570	819055	+	486	434
b0784	NC_000913.3	819048	819293	+	246	136
b0785	NC_000913.3	819295	819747	+	453	247
b0786	NC_000913.3	819884	820588	+	705	2940
b0787	NC_000913.3	820793	821506	+	714	60
b0788	NC_000913.3	821542	822498	-	957	168
b0789	NC_000913.3	822498	823739	-	1242	474
b0790	NC_000913.3	823736	824497	-	762	397
b0791	NC_000913.3	824630	825040	+	411	1629
b0792	NC_000913.3	825002	826108	-	1107	262
b0793	NC_000913.3	826119	827252	-	1134	258
b0794	NC_000913.3	827245	828981	-	1737	608
b0795	NC_000913.3	828974	829972	-	999	706
b0796	NC_000913.3	829972	830643	-	672	366
b0797	NC_000913.3	830872	832236	+	1365	564
b0798	NC_000913.3	832468	832950	-	483	132
b0799	NC_000913.3	833070	835220	+	2151	608
b0800	NC_000913.3	835248	836210	+	963	1335
b0801	NC_000913.3	836351	837436	+	1086	1648
b0802	NC_000913.3	837665	837925	-	261	214
b0803	NC_000913.3	838190	838456	-	267	189
b0804	NC_000913.3	838530	839207	-	678	150
b0805	NC_000913.3	839249	841531	-	2283	750
b0806	NC_000913.3	841796	842056	-	261	523
b0807	NC_000913.3	842332	843258	+	927	458
b0808	NC_000913.3	843255	845480	-	2226	528
b0809	NC_000913.3	845741	846463	-	723	1738
b0810	NC_000913.3	846460	847119	-	660	2507
b0811	NC_000913.3	847258	848004	-	747	9977
b0812	NC_000913.3	848408	848911	-	504	18513
b0813	NC_000913.3	849210	850097	-	888	259
b4736	NC_000913.3	850332	850397	+	66	16
b0814	NC_000913.3	850450	850965	+	516	12629
b0815	NC_000913.3	851014	852597	-	1584	213
b4705	NC_000913.3	852869	852997	-	129	745
b0817	NC_000913.3	853183	853650	+	468	950
b0818	NC_000913.3	853647	854765	+	1119	381
b0819	NC_000913.3	854824	855744	-	921	2484
b0820	NC_000913.3	855963	857555	+	1593	2479
b0821	NC_000913.3	857796	859061	-	1266	270
b0822	NC_000913.3	859213	860028	-	816	454
b0823	NC_000913.3	860174	862606	-	2433	143
b0824	NC_000913.3	862612	863511	-	900	8
b0825	NC_000913.3	863642	864304	+	663	93
b0826	NC_000913.3	864380	865129	-	750	431
b0827	NC_000913.3	865129	866364	-	1236	1006
b0828	NC_000913.3	866568	867533	+	966	4148
b0829	NC_000913.3	867520	869391	+	1872	3713
b0830	NC_000913.3	869411	870949	+	1539	3200
b0831	NC_000913.3	870967	871887	+	921	745
b0832	NC_000913.3	871890	872801	+	912	408
b0833	NC_000913.3	872979	875327	+	2349	52
b0834	NC_000913.3	875335	876663	+	1329	21
b0835	NC_000913.3	876710	878035	-	1326	749
b0836	NC_000913.3	878248	878631	+	384	3551
b0837	NC_000913.3	878742	879857	+	1116	544
b0838	NC_000913.3	879854	880480	-	627	2952
b0839	NC_000913.3	880727	881929	+	1203	2442
b0840	NC_000913.3	881976	882734	-	759	978
b0841	NC_000913.3	882792	883388	-	597	189
b0842	NC_000913.3	883673	884905	+	1233	473
b0843	NC_000913.3	884946	885230	-	285	65
b0844	NC_000913.3	885316	886131	-	816	301
b0845	NC_000913.3	886131	887339	-	1209	224
b0846	NC_000913.3	887423	887959	+	537	123
b0847	NC_000913.3	888134	889819	-	1686	1483
b0848	NC_000913.3	890089	890466	+	378	100
b0849	NC_000913.3	890496	890753	-	258	122
b0850	NC_000913.3	890913	891200	+	288	206
b0851	NC_000913.3	891184	891906	+	723	578
b0852	NC_000913.3	891967	892869	+	903	524
b0853	NC_000913.3	892957	893433	+	477	717
b0854	NC_000913.3	893784	894896	+	1113	5787
b0855	NC_000913.3	894991	896124	+	1134	1732
b0856	NC_000913.3	896134	897087	+	954	670
b0857	NC_000913.3	897084	897929	+	846	882
b0858	NC_000913.3	897989	898477	+	489	176
b0859	NC_000913.3	898518	899645	+	1128	230
b0860	NC_000913.3	899844	900575	-	732	2410
b0861	NC_000913.3	900866	901534	-	669	793
b0862	NC_000913.3	901534	902250	-	717	890
b0863	NC_000913.3	902257	902988	-	732	2689
b0864	NC_000913.3	903006	903734	-	729	1511
b0865	NC_000913.3	903952	904467	-	516	1289
b0866	NC_000913.3	904593	904916	+	324	631
b0867	NC_000913.3	904913	905743	+	831	1023
b0868	NC_000913.3	905740	906753	-	1014	398
b0869	NC_000913.3	906852	908282	-	1431	1026
b0870	NC_000913.3	908293	909294	-	1002	1956
b0871	NC_000913.3	909331	911049	-	1719	5171
b0872	NC_000913.3	911182	912150	-	969	31
b0873	NC_000913.3	912162	913814	-	1653	25
b0874	NC_000913.3	913958	914857	-	900	290
b0875	NC_000913.3	915352	916047	-	696	818
b0876	NC_000913.3	916473	918131	+	1659	709
b0877	NC_000913.3	918128	919120	-	993	448
b0878	NC_000913.3	919235	920350	+	1116	813
b0879	NC_000913.3	920347	922293	+	1947	987
b0880	NC_000913.3	922366	922590	-	225	41990
b0881	NC_000913.3	922913	923233	+	321	1734
b0882	NC_000913.3	923264	925540	+	2277	16771
b0884	NC_000913.3	926225	926443	-	219	2201
b0885	NC_000913.3	926728	927432	-	705	572
b0886	NC_000913.3	927474	929195	-	1722	879
b0887	NC_000913.3	929196	930962	-	1767	793
b0888	NC_000913.3	931085	932050	-	966	2118
b0889	NC_000913.3	932595	933089	+	495	6386
b0890	NC_000913.3	933224	937213	+	3990	5066
b0891	NC_000913.3	937372	937983	+	612	839
b0892	NC_000913.3	937994	939337	+	1344	808
b0893	NC_000913.3	939428	940720	+	1293	7429
b0894	NC_000913.3	940959	943403	+	2445	167
b0895	NC_000913.3	943414	944031	+	618	63
b0896	NC_000913.3	944033	944896	+	864	210
b0897	NC_000913.3	944931	945557	-	627	4016
b0898	NC_000913.3	945871	947019	+	1149	598
b0899	NC_000913.3	947229	948659	+	1431	119
b0900	NC_000913.3	948660	949568	-	909	169
b0901	NC_000913.3	949668	950258	+	591	26
b0902	NC_000913.3	950340	951080	-	741	836
b0903	NC_000913.3	951272	953554	-	2283	30742
b0904	NC_000913.3	953609	954466	-	858	2533
b0905	NC_000913.3	954872	956632	-	1761	1075
b0906	NC_000913.3	956762	957454	+	693	511
b0907	NC_000913.3	957653	958741	+	1089	10117
b0908	NC_000913.3	958812	960095	+	1284	2708
b0909	NC_000913.3	960264	961028	+	765	61
b0910	NC_000913.3	961201	961884	+	684	3937
b0911	NC_000913.3	961995	963668	+	1674	35082
b0912	NC_000913.3	963828	964112	+	285	4301
b0913	NC_000913.3	964320	966584	+	2265	208
b0914	NC_000913.3	966621	968369	+	1749	2827
b0915	NC_000913.3	968366	969352	+	987	751
b0916	NC_000913.3	969389	970621	+	1233	264
b0917	NC_000913.3	970673	970855	+	183	426
b0918	NC_000913.3	970852	971598	+	747	1104
b0919	NC_000913.3	971752	972645	+	894	568
b0920	NC_000913.3	972622	973401	-	780	227
b0921	NC_000913.3	973537	974322	+	786	1215
b0922	NC_000913.3	974319	975641	+	1323	1309
b0923	NC_000913.3	975622	976326	+	705	1031
b0924	NC_000913.3	976326	980786	+	4461	5666
b0925	NC_000913.3	981047	982894	+	1848	1420
b0926	NC_000913.3	983075	983623	+	549	8139
b0927	NC_000913.3	983650	984297	+	648	4907
b0928	NC_000913.3	984519	985709	-	1191	4851
b0929	NC_000913.3	985894	986982	-	1089	54912
b0930	NC_000913.3	987585	988985	-	1401	9114
b0931	NC_000913.3	989154	990356	-	1203	5968
b0932	NC_000913.3	990622	993234	+	2613	5091
b0933	NC_000913.3	993277	994044	-	768	107
b0934	NC_000913.3	994041	994832	-	792	38
b0935	NC_000913.3	994843	995988	-	1146	91
b0936	NC_000913.3	995985	996944	-	960	60
b0937	NC_000913.3	996937	997512	-	576	25
b0938	NC_000913.3	997868	998407	+	540	22
b0939	NC_000913.3	998490	999191	+	702	8
b0940	NC_000913.3	999216	1001816	+	2601	112
b0941	NC_000913.3	1001807	1002877	+	1071	139
b0942	NC_000913.3	1002889	1003431	+	543	44
b0943	NC_000913.3	1003439	1003954	+	516	28
b0944	NC_000913.3	1003947	1004657	+	711	101
b0945	NC_000913.3	1004768	1005778	+	1011	469
b0946	NC_000913.3	1005952	1006494	+	543	1175
b0947	NC_000913.3	1006491	1007600	-	1110	1231
b0948	NC_000913.3	1007844	1009952	+	2109	1640
b0949	NC_000913.3	1009964	1011871	+	1908	1709
b0950	NC_000913.3	1012001	1013254	+	1254	444
b0951	NC_000913.3	1013259	1014899	+	1641	749
b0952	NC_000913.3	1014896	1015459	+	564	463
b0953	NC_000913.3	1015715	1015882	+	168	57637
b0954	NC_000913.3	1015952	1016470	-	519	9874
b0955	NC_000913.3	1016539	1018299	-	1761	2022
b0956	NC_000913.3	1018485	1018937	+	453	491
b0957	NC_000913.3	1019013	1020053	-	1041	65764
b0958	NC_000913.3	1020410	1020919	-	510	462
b0959	NC_000913.3	1021138	1021767	+	630	329
b0960	NC_000913.3	1021730	1023883	-	2154	832
b0961	NC_000913.3	1023902	1024348	-	447	319
b0962	NC_000913.3	1024471	1026525	+	2055	1397
b0963	NC_000913.3	1026557	1027015	-	459	1504
b0964	NC_000913.3	1027111	1027773	-	663	624
b0965	NC_000913.3	1027946	1028359	+	414	1233
b0966	NC_000913.3	1028404	1028721	-	318	3547
b0967	NC_000913.3	1028779	1029969	-	1191	1033
b0968	NC_000913.3	1030064	1030342	+	279	296
b0969	NC_000913.3	1030339	1030668	-	330	245
b0970	NC_000913.3	1030759	1031418	-	660	6335
b0972	NC_000913.3	1032139	1033257	+	1119	22
b0973	NC_000913.3	1033254	1035047	+	1794	44
b0974	NC_000913.3	1035066	1035773	+	708	38
b0975	NC_000913.3	1035770	1036357	+	588	41
b0976	NC_000913.3	1036354	1036752	+	399	32
b0977	NC_000913.3	1036749	1037606	+	858	38
b0978	NC_000913.3	1037740	1039284	+	1545	108
b0979	NC_000913.3	1039296	1040432	+	1137	125
b4592	NC_000913.3	1040445	1040537	+	93	45
b0980	NC_000913.3	1040617	1041915	+	1299	208
b0981	NC_000913.3	1042030	1044210	-	2181	692
b0982	NC_000913.3	1044230	1044676	-	447	24
b0983	NC_000913.3	1044664	1045803	-	1140	41
b0984	NC_000913.3	1045849	1047945	-	2097	55
b0985	NC_000913.3	1047945	1048691	-	747	15
b0986	NC_000913.3	1048688	1049332	-	645	9
b0987	NC_000913.3	1049439	1049744	-	306	22
b4516	NC_000913.3	1049833	1050108	+	276	2
b0988	NC_000913.3	1050027	1050530	+	504	0
b0989	NC_000913.3	1050963	1051175	-	213	1
b0990	NC_000913.3	1051461	1051673	+	213	79
b4723	NC_000913.3	1051684	1051872	+	189	4
b0991	NC_000913.3	1051847	1052077	+	231	10
b4517	NC_000913.3	1052067	1052240	+	174	45
b0992	NC_000913.3	1052289	1053362	-	1074	43
b0993	NC_000913.3	1053434	1056178	-	2745	168
b0994	NC_000913.3	1056261	1057289	+	1029	97
b0995	NC_000913.3	1057262	1057954	-	693	156
b0996	NC_000913.3	1058084	1059256	+	1173	14
b0997	NC_000913.3	1059256	1061802	+	2547	143
b0998	NC_000913.3	1061799	1062398	+	600	54
b0999	NC_000913.3	1062550	1062855	-	306	605
b1000	NC_000913.3	1062855	1063775	-	921	1790
b1001	NC_000913.3	1064036	1065292	+	1257	4
b1002	NC_000913.3	1065585	1066826	+	1242	4771
b1003	NC_000913.3	1066864	1067091	-	228	1428
b1004	NC_000913.3	1067112	1067708	-	597	3495
b4518	NC_000913.3	1068081	1068254	+	174	7387
b1006	NC_000913.3	1068511	1069839	-	1329	161
b1007	NC_000913.3	1069860	1070354	-	495	16
b1008	NC_000913.3	1070365	1070955	-	591	7
b1009	NC_000913.3	1070965	1071765	-	801	7
b1010	NC_000913.3	1071773	1072159	-	387	6
b1011	NC_000913.3	1072171	1072863	-	693	1
b1012	NC_000913.3	1072863	1074011	-	1149	6
b1013	NC_000913.3	1074242	1074880	+	639	272
b1014	NC_000913.3	1074920	1078882	-	3963	3309
b4737	NC_000913.3	1079024	1079146	+	123	1
b1015	NC_000913.3	1079305	1080813	+	1509	3020
b4490	NC_000913.3	1081356	1082185	+	830	1889
b1018	NC_000913.3	1082243	1083370	+	1128	688
b1019	NC_000913.3	1083376	1084647	+	1272	418
b1020	NC_000913.3	1084992	1086056	+	1065	3130
b1021	NC_000913.3	1086106	1086519	-	414	53
b1022	NC_000913.3	1086521	1087846	-	1326	29
b1023	NC_000913.3	1087839	1089857	-	2019	31
b1024	NC_000913.3	1089866	1092289	-	2424	70
b1025	NC_000913.3	1092876	1094234	+	1359	38
b1026	NC_000913.3	1094275	1095141	-	867	257
b1027	NC_000913.3	1095138	1095437	-	300	197
b1028	NC_000913.3	1095544	1095846	+	303	0
b1029	NC_000913.3	1095843	1096829	+	987	19
b1033	NC_000913.3	1097886	1098824	+	939	873
b1034	NC_000913.3	1098879	1099616	+	738	1188
b1035	NC_000913.3	1099640	1100194	+	555	832
b1036	NC_000913.3	1100296	1100787	+	492	372
b1037	NC_000913.3	1100851	1101684	-	834	5298
b1038	NC_000913.3	1101711	1102127	-	417	3535
b1039	NC_000913.3	1102152	1102541	-	390	4304
b1040	NC_000913.3	1102546	1103196	-	651	8777
b1041	NC_000913.3	1103951	1104406	+	456	34186
b1042	NC_000913.3	1104447	1104902	+	456	52236
b1043	NC_000913.3	1104961	1105293	+	333	539
b1044	NC_000913.3	1105414	1105725	+	312	289
b1045	NC_000913.3	1105820	1106353	+	534	948
b1046	NC_000913.3	1106355	1107776	+	1422	999
b1047	NC_000913.3	1107784	1108941	-	1158	151
b1048	NC_000913.3	1109335	1110870	+	1536	3757
b1049	NC_000913.3	1110863	1113406	+	2544	3123
b1050	NC_000913.3	1113579	1113806	+	228	55
b1051	NC_000913.3	1113807	1114181	-	375	1756
b1053	NC_000913.3	1114264	1115490	-	1227	258
b1054	NC_000913.3	1115662	1116582	-	921	456
b1055	NC_000913.3	1116807	1117859	+	1053	1047
b1056	NC_000913.3	1117901	1118476	-	576	808
b1057	NC_000913.3	1118480	1119046	-	567	165
b1058	NC_000913.3	1119307	1119447	-	141	4
b1059	NC_000913.3	1119468	1120586	-	1119	1532
b1060	NC_000913.3	1120701	1120955	-	255	4057
b1061	NC_000913.3	1121242	1121487	-	246	332
b1062	NC_000913.3	1121561	1122607	-	1047	2970
b1063	NC_000913.3	1122713	1123273	-	561	489
b1064	NC_000913.3	1123407	1124054	-	648	3917
b1065	NC_000913.3	1124118	1125326	-	1209	246
b1066	NC_000913.3	1125562	1126146	+	585	950
b1067	NC_000913.3	1126157	1126804	+	648	824
